compound_id,target_id,pkd
CHEMBL2448558,P23979,8.5
CHEMBL38468,Q01959,7.95
CHEMBL38468,P31645,6.55
CHEMBL365286,Q9NRM7,5.74472749489669
CHEMBL365286,Q56UN5,8
CHEMBL40396,Q01959,6.04
CHEMBL40396,P31645,6.59
CHEMBL363648,Q9NRM7,5
CHEMBL363648,Q8TBX8,5.38721614328026
CHEMBL363648,Q14164,5
CHEMBL363648,O15197,5.11918640771921
CHEMBL471833,P49840,6.82390874094432
CHEMBL41022,Q01959,7.56
CHEMBL41022,P31645,6.28
CHEMBL248183,Q9H2G2,5
CHEMBL248183,Q04759,8.46852108295774
CHEMBL248183,Q02156,7.15490195998574
CHEMBL248183,P43405,5
CHEMBL248183,P09215,7.06550154875643
CHEMBL248183,P06239,5
CHEMBL537968,Q9Y2I7,6.15490195998574
CHEMBL537968,Q9BZL6,7.82390874094432
CHEMBL537968,Q15139,7.72124639904717
CHEMBL537968,P68400,7
CHEMBL537968,P36897,7.07572071393812
CHEMBL537968,P36896,7.26760624017703
CHEMBL537968,P23458,6.18708664335714
CHEMBL537968,P19784,7.3767507096021
CHEMBL537968,O94806,7.95860731484177
CHEMBL40240,Q01959,7.18
CHEMBL40240,P31645,6.28
CHEMBL290901,Q01959,8.42
CHEMBL290901,P31645,6.74
CHEMBL307364,Q95136,5.4
CHEMBL307364,P14842,6.6
CHEMBL307364,P08908,7.2
CHEMBL272309,Q8IW41,7.3767507096021
CHEMBL272309,Q86V86,7.32790214206428
CHEMBL272309,Q15349,6.65757731917779
CHEMBL272309,Q15139,6.92081875395237
CHEMBL272309,P15735,6.95860731484177
CHEMBL272309,O96017,6.49485002168009
CHEMBL272309,O94806,6.34678748622466
CHEMBL440110,Q01959,7.8
CHEMBL440110,P31645,7.23
CHEMBL2333445,Q9Y2I7,5
CHEMBL2333445,P11802,5
CHEMBL1836641,Q9UEE5,6.60205999132796
CHEMBL1836641,Q56UN5,7.69897000433602
CHEMBL1836641,P51956,6.67778070526608
CHEMBL1836641,P42685,5
CHEMBL1836641,P29376,5
CHEMBL288914,Q01959,7.4
CHEMBL288914,P31645,5.74
CHEMBL275252,Q63563,6.45
CHEMBL275252,Q63563,6.94
CHEMBL274863,P49674,6.72124639904717
CHEMBL274863,P48729,6.65757731917779
CHEMBL274863,P46734,7.16749108729376
CHEMBL274863,P45985,7.92081875395237
CHEMBL274863,O95835,5
CHEMBL275277,Q63563,6.44
CHEMBL275277,Q63563,6.73
CHEMBL1952232,Q9WTU6,7.61978875828839
CHEMBL1952232,Q9UK32,6.60205999132796
CHEMBL1952232,Q9UBE8,7.76955107862173
CHEMBL1952232,Q08345,6.88605664769316
CHEMBL1952232,P49674,6.44369749923271
CHEMBL1952232,P49185,6.76955107862173
CHEMBL1952232,O95835,7.61978875828839
CHEMBL1952232,O14976,7.38721614328026
CHEMBL268972,Q63563,5.85
CHEMBL268972,Q63563,6.27
CHEMBL12552,Q63563,7.25
CHEMBL12552,Q63563,7.98
CHEMBL40529,Q01959,7.32
CHEMBL40529,P31645,6.18
CHEMBL2205632,Q15349,5
CHEMBL2205632,P09619,5.43179827593301
CHEMBL365663,Q9UKE5,5.44369749923271
CHEMBL365663,Q9UK32,7.05551732784983
CHEMBL365663,Q8N4C8,5.61978875828839
CHEMBL365663,Q15139,5.20065945054642
CHEMBL365663,P36897,6.56863623584101
CHEMBL365663,P36896,6.92081875395237
CHEMBL2333437,Q8NEV4,5
CHEMBL1088751,Q00532,5
CHEMBL470565,Q9HAZ1,5.88605664769316
CHEMBL1836719,Q9UEE5,6.65757731917779
CHEMBL40415,Q01959,8.29
CHEMBL40415,P31645,7.14
CHEMBL128,P79400,7.6
CHEMBL128,P28335,4.8
CHEMBL128,P08908,5.5
CHEMBL329040,Q9HBY8,5
CHEMBL2018216,Q8NEB9,9.4089353929735
CHEMBL2018216,P42338,9.0268721464003
CHEMBL2018216,O00329,6.08618614761628
CHEMBL3408213,Q9BWU1,7.13076828026902
CHEMBL3408213,P49336,6.85387196432176
CHEMBL3408213,O75747,5
CHEMBL267301,Q63563,6.86
CHEMBL267301,Q63563,7.64
CHEMBL439738,Q9JHJ5,9.14
CHEMBL439738,P23979,9.14
CHEMBL41237,Q01959,8.41
CHEMBL41237,P31645,6.64
CHEMBL12698,Q63563,5.35
CHEMBL12698,Q63563,5.8
CHEMBL275758,Q63563,7.57
CHEMBL275758,Q63563,8.15
CHEMBL41796,Q01959,8.41
CHEMBL41796,P31645,6.72
CHEMBL288863,Q01959,7.42
CHEMBL288863,P31645,6.48
CHEMBL72365,Q9UKE5,6.34678748622466
CHEMBL72365,Q9P1W9,7
CHEMBL72365,Q8TF76,5.4089353929735
CHEMBL72365,Q8N4C8,6.88605664769316
CHEMBL72365,Q86V86,5.95860731484177
CHEMBL72365,Q56UN5,6.72124639904717
CHEMBL72365,P45985,6.4089353929735
CHEMBL72365,P15056,6.79588001734407
CHEMBL41027,Q01959,7.24
CHEMBL41027,P31645,6.69
CHEMBL1684075,Q8NE63,5
CHEMBL289469,Q9JHJ5,8.85
CHEMBL289469,P23979,8.85
CHEMBL289469,Q9JHJ5,8.9
CHEMBL289469,P23979,8.9
CHEMBL288152,Q01959,5.66
CHEMBL288152,P31645,6.64
CHEMBL416433,Q01959,7.19
CHEMBL416433,P31645,6.64
CHEMBL2107804,Q9JHJ5,8.21
CHEMBL2107804,P23979,8.21
CHEMBL40358,Q01959,6.66
CHEMBL40358,P31645,6.79
CHEMBL304009,Q9BX84,6.61978875828839
CHEMBL3653773,Q9UHD2,6.34678748622466
CHEMBL3653773,Q9NWZ3,6.16749108729376
CHEMBL3653773,Q9HAZ1,5
CHEMBL3653773,Q5S007,6.53760200210104
CHEMBL3653773,Q56UN5,7.95860731484177
CHEMBL3653773,Q14164,6
CHEMBL3653773,P52333,6.56863623584101
CHEMBL3653773,P43405,7.85387196432176
CHEMBL3653773,P43403,7.24412514432751
CHEMBL3653773,P29597,6.4089353929735
CHEMBL3653773,P24723,5
CHEMBL3653773,O60674,7.13076828026902
CHEMBL3653773,O15197,6.31875876262441
CHEMBL39282,Q01959,7.48
CHEMBL39282,P31645,6.67
CHEMBL1823872,P35346,9.01
CHEMBL1823872,P32745,9.67
CHEMBL1823872,P31391,8.39
CHEMBL1823872,P30874,10.06
CHEMBL1823872,P30872,9.08
CHEMBL2333439,Q9HBY8,5
CHEMBL41606,Q01959,7.69
CHEMBL41606,P31645,6.21
CHEMBL12489,Q63563,6.7
CHEMBL12489,Q63563,7
CHEMBL143197,Q9JHJ5,9.2
CHEMBL143197,P23979,9.2
CHEMBL290267,Q01959,7.47
CHEMBL290267,P31645,6.16
CHEMBL290365,Q01959,7.28
CHEMBL290365,P31645,6.57
CHEMBL12138,Q63563,6.86
CHEMBL12138,Q63563,7.19
CHEMBL40797,Q01959,8.25
CHEMBL40797,P31645,6.44
CHEMBL41797,Q01959,7.65
CHEMBL41797,P31645,6.09
CHEMBL221116,Q9Y243,5
CHEMBL221116,Q16513,5
CHEMBL221116,Q13873,5
CHEMBL221116,Q13237,5
CHEMBL221116,Q00532,5
CHEMBL288109,Q01959,7.01
CHEMBL288109,P31645,6.74
CHEMBL12139,Q63563,5.5
CHEMBL416245,Q01959,6.14
CHEMBL416245,P31645,6.77
CHEMBL41061,Q01959,6.35
CHEMBL41061,P31645,6.22
CHEMBL2441340,Q9Y2U5,7.0087739243075
CHEMBL2441340,Q9BWU1,6.3767507096021
CHEMBL2441340,Q99759,6.1249387366083
CHEMBL2441340,Q56UN5,6.55284196865778
CHEMBL2441340,Q13546,7.34678748622466
CHEMBL2441340,Q13163,6.85387196432176
CHEMBL2441340,P49336,5.88605664769316
CHEMBL2441340,P35590,6.25963731050576
CHEMBL2441340,P10721,6.44369749923271
CHEMBL2441340,P09619,6.42021640338319
CHEMBL2441340,P07333,6.3767507096021
CHEMBL2441340,O96017,5
CHEMBL2441340,O94804,6.23657200643706
CHEMBL2333432,Q8N5S9,5
CHEMBL2333432,P29597,6.03151705144607
CHEMBL2333432,O60331,5.19382002601611
CHEMBL3356143,Q9UQ88,4.69897000433602
CHEMBL3356143,P21127,4.69897000433602
CHEMBL2392554,Q32MK0,6.44369749923271
CHEMBL43629,Q01959,6.25
CHEMBL43629,P31645,5.88
CHEMBL269681,Q63563,7.83
CHEMBL269681,Q63563,8.01
CHEMBL552232,Q9Y5S2,6.23657200643706
CHEMBL552232,Q96NX5,5
CHEMBL552232,Q6DT37,6.2518119729938
CHEMBL552232,Q15139,6.33724216831843
CHEMBL552232,P31152,5
CHEMBL552232,P21127,5
CHEMBL552232,O94806,6
CHEMBL379093,Q9Y2H1,5
CHEMBL379093,Q15303,7.35654732351381
CHEMBL379093,P21860,7.35654732351381
CHEMBL379093,P04626,7.35654732351381
CHEMBL379093,P00533,7.35654732351381
CHEMBL379093,P04626,6.85387196432176
CHEMBL379093,O75582,5
CHEMBL198334,Q9UK32,6.92081875395237
CHEMBL198334,Q9UBE8,6.74472749489669
CHEMBL198334,Q15418,6.60205999132796
CHEMBL40967,Q01959,6.26
CHEMBL40967,P31645,5.58
CHEMBL12359,Q63563,6.27
CHEMBL12359,Q63563,6.61
CHEMBL39,P28223,5.5
CHEMBL39,P28335,5.5
CHEMBL39,P41595,5.5
CHEMBL39,P28221,7.9
CHEMBL39,P08909,7.5
CHEMBL39,P08908,8.5
CHEMBL2333433,Q32MK0,6.31875876262441
CHEMBL2333433,P52333,5.16749108729376
CHEMBL2333433,P29597,6.88605664769316
CHEMBL1254192,Q9UEW8,5
CHEMBL269676,Q63563,6.91
CHEMBL269676,Q63563,7.2
CHEMBL11983,Q63563,7.78
CHEMBL11983,Q63563,8.55
CHEMBL38942,Q01959,7.86
CHEMBL38942,P31645,6.48
CHEMBL1642655,Q8NFD2,5
CHEMBL41096,Q9JHJ5,9.8
CHEMBL41096,P23979,9.8
CHEMBL43124,Q01959,7.19
CHEMBL43124,P31645,6.43
CHEMBL86,Q9JHJ5,6.65
CHEMBL86,P23979,6.65
CHEMBL86,Q9JHJ5,6.7
CHEMBL86,P23979,6.7
CHEMBL86,P20288,7.1
CHEMBL86,P14842,5.4
CHEMBL86,P08908,5.1
CHEMBL289860,Q01959,7.86
CHEMBL289860,P31645,6.88
CHEMBL221959,Q9UK32,5.85387196432176
CHEMBL221959,Q9C098,7.58502665202918
CHEMBL221959,Q15349,5.88605664769316
CHEMBL221959,P52333,9.88605664769316
CHEMBL221959,P29597,8.16115090926274
CHEMBL221959,P23458,8.49485002168009
CHEMBL221959,O60674,9.65757731917779
CHEMBL261014,Q8NEV4,5
CHEMBL416800,Q01959,6.37
CHEMBL416800,P31645,6.09
CHEMBL276151,Q63563,7.83
CHEMBL38696,Q01959,8.09
CHEMBL38696,P31645,6.81
CHEMBL499006,Q9HAZ1,5.95860731484177
CHEMBL499006,P49840,7.10237290870956
CHEMBL290536,Q01959,7.5
CHEMBL290536,P31645,6.63
CHEMBL273664,Q63563,7.18
CHEMBL273664,Q63563,7.26
CHEMBL12778,Q63563,5.08
CHEMBL12778,Q63563,5.18
CHEMBL2431819,Q9Y6R4,5
CHEMBL2431819,Q9BX84,5
CHEMBL2431819,Q8NEV4,5
CHEMBL2431819,Q8IWQ3,5
CHEMBL2431819,P51957,5
CHEMBL2431819,O94806,5
CHEMBL11714,Q63563,7.63
CHEMBL11714,Q63563,7.96
CHEMBL435954,Q01959,6.25
CHEMBL435954,P31645,6.69
CHEMBL39890,Q01959,7.64
CHEMBL39890,P31645,6.7
CHEMBL576540,Q9H422,6.46852108295774
CHEMBL576540,Q9H2X6,6.49485002168009
CHEMBL576540,Q13131,5
CHEMBL576540,P49840,6.72124639904717
CHEMBL576540,P23458,6.72124639904717
CHEMBL18840,P28223,4.7
CHEMBL18840,P28335,4.7
CHEMBL18840,P41595,4.7
CHEMBL18840,P28221,8.8
CHEMBL18840,P08909,6.2
CHEMBL18840,P08908,9.5
CHEMBL43125,Q01959,7.04
CHEMBL43125,P31645,6.28
CHEMBL183993,Q9UPZ9,6.43179827593301
CHEMBL183993,Q9H422,7
CHEMBL183993,Q9H2X6,7
CHEMBL183993,Q9BVS4,6.60205999132796
CHEMBL183993,Q8TDX7,6
CHEMBL183993,Q8TD08,7.31875876262441
CHEMBL183993,Q8TBX8,6.10790539730952
CHEMBL183993,Q8NE63,6.61978875828839
CHEMBL183993,Q86Z02,6.95860731484177
CHEMBL183993,Q6P3R8,6.43179827593301
CHEMBL183993,Q04912,5
CHEMBL183993,P51617,6.45593195564972
CHEMBL183993,P49760,7.85387196432176
CHEMBL183993,P49759,7.22184874961636
CHEMBL183993,P46734,6.30980391997149
CHEMBL183993,P37173,6.30980391997149
CHEMBL183993,P20794,5.08092190762393
CHEMBL183993,O76039,6.85387196432176
CHEMBL183993,O75716,6.67778070526608
CHEMBL12339,Q63563,7.83
CHEMBL12339,Q63563,8.05
CHEMBL275679,Q63563,7.73
CHEMBL275679,Q63563,8.13
CHEMBL2204529,P42685,7.3767507096021
CHEMBL429004,Q63563,6.5
CHEMBL429004,Q63563,6.94
CHEMBL41222,Q01959,6
CHEMBL41222,P31645,6.17
CHEMBL18772,Q9JHJ5,8.69
CHEMBL18772,P23979,8.69
CHEMBL2312304,Q12866,6.20065945054642
CHEMBL2312304,Q06418,5.61978875828839
CHEMBL2312304,P49674,6.13076828026902
CHEMBL2312304,P00519,6.06550154875643
CHEMBL2312304,O14936,8.33724216831843
CHEMBL316069,Q9JHJ5,4.7
CHEMBL316069,P23979,4.7
CHEMBL316069,Q9JHJ5,5.7
CHEMBL316069,P23979,5.7
CHEMBL316069,Q28838,6
CHEMBL316069,Q28838,6.5
CHEMBL316069,P28564,4.6
CHEMBL316069,P28564,6.7
CHEMBL316069,P28335,6.7
CHEMBL316069,P28335,7.8
CHEMBL316069,P28221,5.4
CHEMBL316069,P18130,5.6
CHEMBL316069,P18130,6
CHEMBL316069,P14842,5.7
CHEMBL316069,P14842,6.2
CHEMBL316069,P08908,6.1
CHEMBL289446,Q01959,5.82
CHEMBL289446,P31645,6.68
CHEMBL1253915,Q9BX84,5
CHEMBL1253915,P51957,5
CHEMBL40429,Q01959,6.95
CHEMBL40429,P31645,5.95
CHEMBL219899,Q9NYY3,8.22914798835786
CHEMBL219899,Q9H4B4,7
CHEMBL219899,Q13163,6.32790214206428
CHEMBL219899,P53350,7.85387196432176
CHEMBL549203,Q9NRP7,7.17392519729917
CHEMBL549203,Q8TBX8,7.22184874961636
CHEMBL549203,Q13163,7.45593195564972
CHEMBL549203,Q08345,7.63827216398241
CHEMBL549203,P36888,7.13076828026902
CHEMBL549203,P10721,6.95860731484177
CHEMBL549203,P09619,7.13076828026902
CHEMBL549203,O94804,6.44369749923271
CHEMBL549203,O60331,5
CHEMBL549203,O43683,7.53760200210104
CHEMBL273637,Q63563,5.77
CHEMBL273637,Q63563,6.65
CHEMBL415886,Q01959,6.37
CHEMBL415886,P31645,7.14
CHEMBL289554,Q01959,6.31
CHEMBL289554,P31645,6.85
CHEMBL1933288,Q9UK32,9.04575749056067
CHEMBL1933288,Q9UEE5,7.4089353929735
CHEMBL1933288,Q9HAZ1,6.55284196865778
CHEMBL1933288,Q9H093,7.85387196432176
CHEMBL1933288,Q15349,6.92081875395237
CHEMBL1933288,Q15139,6.65757731917779
CHEMBL1933288,P50613,6.69897000433602
CHEMBL1933288,O94768,7.30102999566398
CHEMBL41974,Q01959,6.72
CHEMBL41974,Q01959,8
CHEMBL41974,P31645,5.6
CHEMBL41974,P31645,6.12
CHEMBL38773,Q01959,7.8
CHEMBL38773,P31645,5.88
CHEMBL56564,Q9JHJ5,9.09
CHEMBL56564,P23979,9.09
CHEMBL56564,Q9JHJ5,9.1
CHEMBL56564,P23979,9.1
CHEMBL41390,Q01959,6.88
CHEMBL41390,P31645,6.13
CHEMBL288823,Q01959,7.51
CHEMBL288823,P31645,6.33
